sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10
22.084306273329005,11.568957221043458,11.042153136664504,0,0.5268040843789538,50.080538129130375,13.998115927900686,11.568957221043458,29.217725562749777,11.568957221043458
41.31348686817218,21.17751080400837,11.042153136664504,0,28.449467259395675,93.38435569696576,35.12322062743942,23.016092771038913,54.195928313042884,29.77643057456509
144.86847180031583,67.87096875337683,11.042153136664504,0,49.256607662917766,144.86847180031583,35.12322062743942,75.66821915270062,102.95504451046804,72.52662255039525
170.55222568087572,115.06488846010093,21.24364787827055,0,54.63912242374788,190.9552151640878,35.12322062743942,118.66560666876337,119.14172216542072,109.92571493467136
234.35597036742598,168.03466784606462,30.46138069344595,0,58.522957350992115,236.9484824901312,35.12322062743942,212.7693041732122,151.04359450869583,153.09347030530458
427.43480438389224,243.56163937171274,34.02931375178164,0,80.74579406894367,315.3073365665419,54.54922428025971,265.25151538913417,151.04359450869583,206.0727108376532
506.6784406406672,250.60611408205907,52.8854382852643,0,97.06733113847262,315.3073365665419,57.02120213337918,326.1981134977286,151.04359450869583,256.0903779485811
576.3898382967828,403.56408105993785,71.09069393464591,0,102.04058090494402,452.1417257200776,57.528072840202576,340.84637154708486,255.50861568113055,272.89711802920317
667.8782162748777,455.22435096703714,134.2930134757066,0,102.04058090494402,538.2167229765219,60.32149102014773,420.26830738092474,301.7929098586471,276.71850875088893
753.8219487182861,504.95298628631724,138.44870551585126,0,129.95940166245416,658.0208314814957,68.10176866131238,438.94946848171764,347.8829327286437,339.73389930160425
861.8815778118533,577.6826576397333,138.44870551585126,0,129.95940166245416,729.6375865605047,81.02160733514779,512.6715671483731,424.8486461349044,392.94841205281995
939.6569853601825,658.4538514424837,138.44870551585126,0,207.04120081441715,825.3418942074754,89.27976999650953,575.745329802517,426.7861273032839,442.67704737210005
1051.9709328029041,706.1509826820063,186.30092863544132,0,258.3968160293091,906.8555502028605,145.04667057831537,640.4723848562138,481.0137110546665,495.6521486838876
1069.4622524426406,751.7971836873679,198.95686723744979,0,300.8072073958327,978.3093390112502,162.94749832286334,666.3152511937191,510.6919560001888,545.0294951393196
1151.6532849854532,809.2791848192852,198.95686723744979,0,325.33021714424575,1045.773713416955,180.630807618992,801.9250763201245,538.6810121992655,582.5671799916365
1226.1002992721578,858.4562247860749,198.95686723744979,0,338.43789586609546,1045.773713416955,180.630807618992,850.5338465961727,579.914155542701,645.2363759655997
