sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10
23.612706225322277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.369367076815955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5507189222733326,2.589990538644791
24.03078724948147,41.75521659201646,0.17567965302960295,0.0,4.440892098500626e-16,0.0,0.17567965302960295,15.426950092365479,0.0,0.0
57.507344125396266,33.392256723902776,0.0,0.0,3.883834927244236,0.0,0.0,17.02350965371683,0.0,0.0
57.96357491956414,29.70957009576881,0.0,3.9792091682584285,25.87792899137797,3.9792091682584285,7.9798380945283185,16.075875423646192,0.0,11.296449738959893
126.10862495672873,1.1501186886740058,6.077889554476204,0.0,25.110067713959833,5.678990383550573,-4.440892098500626e-16,5.668749152933455,2.5913905264971375,9.866725475148014
102.69267472669505,48.690846651008926,0.0,0.0,23.29930060800195,56.42741615693412,-4.440892098500626e-16,-3.552713678800501e-15,42.40647898263904,8.96828853447626
112.10431996480898,37.274625837712726,19.965481791283832,8.189806734966457,4.884981308350689e-15,34.75642570512105,3.788050540706422,12.050172136896649,9.217732815175392,-3.1086244689504383e-15
136.60090927059167,39.65822289219319,12.239850827322751,5.270220609868398,4.884981308350689e-15,24.311787585650745,12.736401117884277,4.7749763146291855,8.475170477106104,12.938369351344209
115.26527169405085,37.0656940865724,21.12621830440851,3.6345490571801777,10.967373407047106,17.29530718753492,21.63323769072069,21.21446448886306,12.713223863279765,43.01301800960969
194.69061147396442,13.03070167061256,1.4794824226771404,0.0,62.14709291814016,2.3314683517128287e-15,-8.881784197001252e-16,63.00682561587225,-7.105427357601002e-15,21.214464488863065
177.17102426666048,41.18863738924638,6.177730019402937,0.0,40.08859308422847,8.451432989116174,1.737086035022211,60.23320107285332,-7.105427357601002e-15,58.4988705212986
182.34629828561984,63.446574240233204,-9.2148511043888e-15,3.0158460933952465,90.65850062114743,4.752932128417463,23.548251464056833,27.280928964417992,-5.329070518200751e-15,103.3964131016726
213.13260828399473,34.62189665432621,-8.673617379884035e-15,0.0,115.13177734308127,5.329070518200751e-15,11.761505913263344,68.69903254936685,-5.329070518200751e-15,60.708894238757786
214.49022746062178,33.8572800255917,-8.881784197001252e-15,1.1645028542613094,98.08058288793049,5.329070518200751e-15,7.105427357601002e-15,80.71701121667662,4.130465858964529,45.95463428630386
214.96674320617623,30.969647984895985,-8.881784197001252e-15,-8.881784197001252e-16,90.17601172855765,5.329070518200751e-15,7.105427357601002e-15,85.366038672264,31.817401007822838,33.71623199586423
249.3316807055764,77.51279883760411,25.846154356951246,14.374097714467013,60.240091686791814,23.744806774726438,7.771561172376096e-15,61.49412271215936,1.5857776922687332,26.461387112142766
258.6286156149644,53.986181108494826,-9.547918011776346e-15,4.440892098500626e-15,52.74255775251856,6.217224153583999,8.881784197001252e-15,91.88066261637155,-1.1546319456101628e-14,14.773414845079042
268.8145433941199,72.62414540891696,-1.0658141036401503e-14,8.258162661361746,20.33030790911851,18.43922788717594,7.105427357601002e-15,128.22405956810425,-1.0658141036401503e-14,3.3746631839764873
268.27721727485954,76.13364723238999,-8.881784197001252e-15,3.552713678800501e-15,9.183367210045905,12.414842179167222,8.881784197001252e-15,111.91099428994914,-1.0658141036401503e-14,7.335784022279396
320.29691781981217,55.679664448162285,-8.881784197001252e-15,3.552713678800501e-15,22.733500182974044,17.866352208742097,3.572051119213468,114.90487516566257,-1.0658141036401503e-14,1.479482422677135
302.33616024816234,93.94118140460367,-8.881784197001252e-15,3.552713678800501e-15,12.635877576499315,24.899990300155935,17.866352208742097,95.19555853296642,-1.0658141036401503e-14,-1.6653345369377348e-14
345.6411335725443,73.07156902719998,-8.881784197001252e-15,3.552713678800501e-15,-5.417888360170764e-14,1.4654943925052066e-14,17.297052038177974,77.38128903770354,-1.0658141036401503e-14,9.004435920400837
307.3797495172284,106.22226991521471,8.030422636441815,7.698115393925875,22.425138447003892,24.777128312202848,3.552713678800501e-15,70.45740519339003,0.9512169090167522,-1.7763568394002505e-14
352.347257992301,94.6013391210421,35.632346127093584,4.440892098500626e-15,-5.395683899678261e-14,11.627696921029969,5.278485305096348,73.44510701292344,-1.0658141036401503e-14,-1.7319479184152442e-14
345.4220640434974,125.74765716764587,22.79148576369553,4.440892098500626e-15,-5.3290705182007514e-14,16.619597102427793,11.163788842665594,50.659741708589486,-1.0658141036401503e-14,39.501569053676775
374.0990900432614,114.66508486948177,6.798906014570985,4.440892098500626e-15,33.168997188973925,2.4868995751603507e-14,1.4080086963466287,63.58668011168763,-1.0658141036401503e-14,1.7370860350222017
372.92247146762753,142.71510976361378,-3.552713678800501e-15,3.552713678800501e-15,22.87044867178574,25.76196822544832,4.884981308350689e-15,70.36844759651233,-1.0658141036401503e-14,-1.099120794378905e-14
368.6025662922517,141.0614522219972,0.1062952695915893,5.7701436905899675,-5.129230373768223e-14,12.23992461372226,34.43948371637177,112.11705506544538,2.3266798624788176,-1.0658141036401503e-14
368.4981666846788,128.82857459630407,-3.774758283725532e-15,1.7763568394002505e-15,-5.1514348342607263e-14,9.095264262151389,12.239924613722248,88.79271089261408,19.415132911265104,-1.0658141036401503e-14
385.0917483475685,164.74131354495447,10.51672706322656,10.516727063226567,1.020384552682219,2.067351817905415,10.51672706322657,71.60306846868211,4.834030646447096,14.688786872150853
387.35787822448196,150.1735756395226,-3.552713678800501e-15,6.661338147750939e-15,-4.796163466380676e-14,1.7763568394002505e-14,1.6707068960405944,99.45299486384437,-7.105427357601002e-15,16.96040050630743
395.31177464141666,128.1998013960238,12.050954944038525,19.528375191523207,-4.8960835385969403e-14,1.5987211554602254e-14,12.050954944038535,95.71619024000954,-7.993605777301127e-15,25.713979458129238
378.76644622033484,142.36039888048205,11.698677929883461,5.329070518200751e-15,-5.062616992290714e-14,14.23235739228834,5.329070518200751e-15,141.4358505468967,-8.881784197001252e-15,-8.881784197001252e-15
431.7271499091491,122.58097085343375,-3.552713678800501e-15,5.329070518200751e-15,-5.1514348342607263e-14,1.4210854715202004e-14,5.329070518200751e-15,144.16729315046265,-8.881784197001252e-15,-8.881784197001252e-15
455.0210445673907,132.30708100813686,-3.552713678800501e-15,5.329070518200751e-15,0.4782506468445519,1.4210854715202004e-14,5.329070518200751e-15,107.01916195765504,-8.881784197001252e-15,5.345560689881822
454.82825256325617,126.28429870547095,0.24088442037330063,5.329070518200751e-15,-4.529709940470639e-14,37.5257022870411,5.329070518200751e-15,79.34106285921341,8.685014848816841,17.506358713655747
