sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10
30.828224778985355,0.0,0.0,0.0,0.0,0.0,11.599044184142176,0.0,0.0,0.0
85.36257789913977,0.0,0.0,0.0,36.2459429908577,0.0,0.0,0.0,7.101437844546665,0.0
109.5144481974375,0.0,18.17557242608527,0.0,20.513057171801986,0.0,0.0,26.798210882918617,2.220446049250313e-16,0.0
121.18277289666497,25.184784303035528,0.0,7.4802184546375745,7.767669854488465,5.179981077289582,0.0,79.03632648513461,0.0,5.182781052994274
162.71628857171322,89.65163819901525,13.402334958723635,0.0,30.3567240152105,0.0,0.0,98.87451103278991,0.0,0.0
153.90040840216943,39.64196697066,5.182781052994272,0.0,4.41283958852522,0.0,3.8749623367588786,116.80864525646159,0.0,0.0
224.27748028525352,93.97416431197703,0.0,0.0,2.3037180895712837,40.012486444313296,0.0,83.48821054142593,0.0,0.0
203.70356567177407,19.150267131261693,4.974332735386755,0.0,-3.552713678800501e-15,52.742585998728124,0.0,19.911678197116125,16.56214584620218,0.0
270.6310709979513,44.78280124225413,4.974332735386755,0.0,0.38141605687385405,25.808412363097528,14.707772714108321,64.16550923938935,0.0,0.0
234.25926512086096,19.570314423839378,3.552713678800501e-15,0.0,35.17608071708236,23.019156794397645,53.07492894868309,27.091187634979917,0.0,0.0
238.78588652351758,56.89524145088996,3.552713678800501e-15,0.0,0.0,13.583306901503228,41.93886591972252,38.72419262973125,0.0,9.426152301852685
206.71602445399103,55.03102158640101,13.583445493712611,0.0,71.73664418927046,17.90082774454798,57.50398661682802,54.567420343778004,0.0,0.0
238.38048767540675,23.193016551107032,0.0,0.0,155.43835273105708,24.188632179947533,62.03478992598198,67.08571338440602,0.0,0.0
275.7633426251361,6.8833827526759706e-15,0.0,0.0,160.06137376484008,0.0,42.51141855596242,46.09389681679653,0.0,0.0
262.4626643812016,4.194303067866132,0.0,0.0,111.15904121239032,0.0,7.166856799041414,2.477810555683112,0.0,0.0
244.2176192121627,16.499668949265235,0.0,0.0,91.52930559403435,0.0,-2.1316282072803006e-14,4.263256414560601e-14,55.40138791873532,0.0
266.681451084902,1.0658141036401503e-14,16.56832448774852,0.0,86.24134775149588,0.0,2.85306723934656,4.263256414560601e-14,0.2125905391831851,7.212484204959665
310.38952476274665,3.3414137920811884,0.0,0.0,101.89859152654546,0.0,-2.1316282072803006e-14,4.263256414560601e-14,0.0,0.0
224.0830123204039,1.86967599904714,0.0,0.0,64.21862807047088,18.817392551778102,38.115502163611296,55.87114404654268,1.9024338180335258,0.0
271.78341577300324,1.4210854715202004e-14,0.0,0.0,77.25080554143574,0.0,36.502974671685585,16.151721646257457,0.0,0.0
